id_order;reference;id_shop_group;id_shop;id_carrier;id_lang;id_customer;id_cart;id_currency;id_address_delivery;id_address_invoice;current_state;secure_key;payment;conversion_rate;module;recyclable;gift;gift_message;mobile_theme;shipping_number;total_discounts;total_discounts_tax_incl;total_discounts_tax_excl;total_paid;total_paid_tax_incl;total_paid_tax_excl;total_paid_real;total_products;total_products_wt;total_shipping;total_shipping_tax_incl;total_shipping_tax_excl;carrier_tax_rate;total_wrapping;total_wrapping_tax_incl;total_wrapping_tax_excl;round_mode;round_type;invoice_number;delivery_number;invoice_date;delivery_date;valid;date_add;date_upd
2195;ICTQWXKKS;1;1;74;1;3591;15206;1;7362;7362;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26260.000000;26260.000000;26260.000000;26260.000000;22990.000000;22990.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 11:10:32";"2020-05-22 11:10:33"
2196;YQSLYEUXT;1;1;74;1;3593;15360;1;7366;7366;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;26460.000000;26460.000000;26460.000000;26460.000000;17940.000000;17940.000000;8520.000000;8520.000000;8520.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 13:32:40";"2020-05-22 13:32:40"
2197;OKXEXLJPJ;1;1;74;1;3595;15373;1;7374;7374;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;11880.000000;11880.000000;11880.000000;11880.000000;9090.000000;9090.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 17:09:57";"2020-05-22 17:09:57"
2198;DVWKMYQSH;1;1;74;1;3596;15374;1;7376;7376;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;61582.000000;61582.000000;61582.000000;61582.000000;52872.000000;52872.000000;8710.000000;8710.000000;8710.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 17:14:13";"2020-05-22 17:14:13"
2199;YYFHHHYLQ;1;1;29;1;3597;15378;1;7378;7378;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;4000.000000;4000.000000;4000.000000;4000.000000;4000.000000;4000.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 17:47:16";"2020-05-22 17:47:17"
2200;WJYXIHWDH;1;1;29;1;2931;12173;1;5168;5168;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;18260.000000;18260.000000;18260.000000;18260.000000;18260.000000;18260.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 18:17:23";"2020-05-22 18:17:23"
2201;WLJBTZGSI;1;1;74;1;3599;15393;1;7385;7385;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;15240.000000;15240.000000;15240.000000;15240.000000;11970.000000;11970.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 20:36:58";"2020-05-22 20:36:58"
2202;CRBXKYGII;1;1;74;1;3604;15408;1;7398;7398;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;62750.000000;62750.000000;62750.000000;62750.000000;59960.000000;59960.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 22:49:30";"2020-05-22 22:49:30"
2203;FTUGOTQJP;1;1;74;1;2547;11886;1;3680;3680;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;18920.000000;18920.000000;18920.000000;18920.000000;15360.000000;15360.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-22 22:54:44";"2020-05-22 22:54:44"
2204;EFZNINIHH;1;1;74;1;3594;15421;1;7372;7372;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;12240.000000;12240.000000;12240.000000;12240.000000;8970.000000;8970.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 00:09:15";"2020-05-23 00:09:15"
2205;UQRZFPKUC;1;1;74;1;3143;15449;1;5889;5889;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;46442.000000;46442.000000;46442.000000;46442.000000;42882.000000;42882.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 12:11:46";"2020-05-23 12:11:46"
2206;LKJTMLGQE;1;1;74;1;3611;15445;1;7422;7422;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;56270.000000;56270.000000;56270.000000;56270.000000;50970.000000;50970.000000;5300.000000;5300.000000;5300.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 12:30:47";"2020-05-23 12:30:47"
2207;UGYETORKY;1;1;29;1;3613;15460;1;7435;7435;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;121770.000000;121770.000000;121770.000000;121770.000000;121770.000000;121770.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 13:47:12";"2020-05-23 13:47:12"
2208;HHMDWURJV;1;1;74;1;3105;15459;1;5760;5760;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;163950.000000;163950.000000;163950.000000;163950.000000;161160.000000;161160.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 13:59:43";"2020-05-23 13:59:44"
2209;ROPLYJBDH;1;1;74;1;3614;15455;1;7439;7439;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;102130.000000;102130.000000;102130.000000;0.000000;95580.000000;95580.000000;6550.000000;6550.000000;6550.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-23 14:42:59";"2020-05-23 14:42:59"
2210;VGSRHUWFM;1;1;74;1;3614;15469;1;7439;7439;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;102130.000000;102130.000000;102130.000000;102130.000000;95580.000000;95580.000000;6550.000000;6550.000000;6550.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 15:06:16";"2020-05-23 15:06:16"
2211;IRMUKSZIY;1;1;74;1;3617;15470;1;7450;7450;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;13260.000000;13260.000000;13260.000000;13260.000000;9990.000000;9990.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 16:07:08";"2020-05-23 16:07:08"
2212;UZRDXUNND;1;1;74;1;3620;15488;1;7457;7457;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;18260.000000;18260.000000;18260.000000;18260.000000;14990.000000;14990.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 21:04:38";"2020-05-23 21:04:38"
2213;EJCOVUHMZ;1;1;74;1;3621;15490;1;7459;7459;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;11670.000000;11670.000000;11670.000000;11670.000000;8690.000000;8690.000000;2980.000000;2980.000000;2980.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 21:14:51";"2020-05-23 21:14:51"
2214;FTMQGBZIQ;1;1;74;1;3607;15420;1;7461;7461;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;22650.000000;22650.000000;22650.000000;22650.000000;14660.000000;14660.000000;7990.000000;7990.000000;7990.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 21:20:00";"2020-05-23 21:20:00"
2215;ZLHSVJDOW;1;1;74;1;3622;15492;1;7462;7462;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;79474.000000;79474.000000;79474.000000;79474.000000;72924.000000;72924.000000;6550.000000;6550.000000;6550.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 23:02:48";"2020-05-23 23:02:49"
2216;YJTJRNGIJ;1;1;29;1;3467;15506;1;6964;6964;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;24750.000000;24750.000000;24750.000000;24750.000000;24750.000000;24750.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 23:32:19";"2020-05-23 23:32:19"
2217;AHJPXOCLM;1;1;74;1;3624;15351;1;7356;7356;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;6960.000000;6960.000000;6960.000000;6960.000000;3980.000000;3980.000000;2980.000000;2980.000000;2980.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 23:54:43";"2020-05-23 23:54:43"
2218;OVZHHDSDN;1;1;74;1;3623;15497;1;7465;7465;2;*******************;"Pagos por transferencia bancaria";1.000000;ps_wirepayment;0;0;;0;;0.000000;0.000000;0.000000;430390.000000;430390.000000;430390.000000;0.000000;389890.000000;389890.000000;40500.000000;40500.000000;40500.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-23 23:58:01";"2020-05-26 09:44:37"
2219;UJDLGDTWH;1;1;74;1;3628;15522;1;7474;7474;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;19390.000000;19390.000000;19390.000000;19390.000000;15830.000000;15830.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 09:39:51";"2020-05-24 09:39:52"
2220;MUAJVLARX;1;1;29;1;3629;15523;1;7476;7476;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;7270.000000;7270.000000;7270.000000;7270.000000;7270.000000;7270.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 10:10:46";"2020-05-24 10:10:47"
2221;XINHWCUVF;1;1;29;1;3630;15521;1;7478;7478;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;28480.000000;28480.000000;28480.000000;28480.000000;28480.000000;28480.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 10:15:50";"2020-05-24 10:15:50"
2222;VEZKVQMSK;1;1;74;1;3625;15507;1;7468;7468;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;68270.000000;68270.000000;68270.000000;0.000000;62970.000000;62970.000000;5300.000000;5300.000000;5300.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-24 11:43:10";"2020-05-24 11:43:10"
2223;SSZYHKPKT;1;1;74;1;3631;15532;1;7482;7482;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;168910.000000;168910.000000;168910.000000;168910.000000;158610.000000;158610.000000;10300.000000;10300.000000;10300.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 13:20:16";"2020-05-24 13:20:16"
2224;WBAJCKZKW;1;1;74;1;3632;15544;1;7486;7486;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;212760.000000;212760.000000;212760.000000;212760.000000;209970.000000;209970.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 14:29:07";"2020-05-24 14:29:07"
2225;UUKOZJKFM;1;1;74;1;3612;15454;1;7432;7432;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;28220.000000;28220.000000;28220.000000;28220.000000;20250.000000;20250.000000;7970.000000;7970.000000;7970.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 15:49:02";"2020-05-24 15:49:02"
2226;TOBTMZDUA;1;1;29;1;3633;15554;1;7492;7492;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;4970.000000;4970.000000;4970.000000;4970.000000;4970.000000;4970.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 17:24:39";"2020-05-24 17:24:40"
2227;CMKZMRGVT;1;1;74;1;3616;15426;1;7448;7448;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;22750.000000;22750.000000;22750.000000;0.000000;19480.000000;19480.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-24 17:28:19";"2020-05-24 17:28:19"
2228;LFMKKTJJC;1;1;74;1;3616;15556;1;7448;7448;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;22750.000000;22750.000000;22750.000000;0.000000;19480.000000;19480.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-24 17:34:39";"2020-05-24 17:34:39"
2229;KMCMDDMDD;1;1;74;1;3635;15563;1;7493;7493;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;11880.000000;11880.000000;11880.000000;11880.000000;9090.000000;9090.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 18:28:51";"2020-05-24 18:28:52"
2230;VWJPQLHEA;1;1;74;1;3616;15565;1;7448;7448;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;22750.000000;22750.000000;22750.000000;22750.000000;19480.000000;19480.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 18:31:23";"2020-05-24 18:31:23"
2231;TFJUUHRGM;1;1;74;1;3637;15568;1;7497;7497;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;68310.000000;68310.000000;68310.000000;68310.000000;65520.000000;65520.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 19:12:09";"2020-05-24 19:12:09"
2232;QJUZNQRAP;1;1;74;1;3638;15580;1;7501;7501;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;39310.000000;39310.000000;39310.000000;39310.000000;35260.000000;35260.000000;4050.000000;4050.000000;4050.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 20:16:45";"2020-05-24 20:16:45"
2233;CNVOXAWPO;1;1;74;1;3641;15587;1;7504;7504;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;148430.000000;148430.000000;148430.000000;148430.000000;144870.000000;144870.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 21:14:02";"2020-05-24 21:14:03"
2234;CUOGARMVX;1;1;74;1;3644;15540;1;7498;7498;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;55308.000000;55308.000000;55308.000000;0.000000;52038.000000;52038.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-24 22:30:43";"2020-05-24 22:30:44"
2235;XXSFLBDKS;1;1;74;1;3264;15582;1;6281;6281;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;37840.000000;37840.000000;37840.000000;37840.000000;34280.000000;34280.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 22:55:45";"2020-05-24 22:55:46"
2236;IKYSJWEMN;1;1;29;1;3070;15597;1;5643;5643;4;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;13900.000000;13900.000000;13900.000000;13900.000000;13900.000000;13900.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-24 23:22:22";"2020-05-24 23:22:22"
2237;LHOVOIVIT;1;1;74;1;1317;15075;1;1146;1146;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;47626.000000;47626.000000;47626.000000;47626.000000;44066.000000;44066.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 01:03:11";"2020-05-25 01:03:11"
2238;PFGGGOOSZ;1;1;74;1;3647;15631;1;7524;7524;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;22780.000000;22780.000000;22780.000000;0.000000;19990.000000;19990.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-25 09:41:51";"2020-05-25 09:41:52"
2239;DEYOBRVED;1;1;29;1;3473;14706;1;6973;6973;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;31470.000000;31470.000000;31470.000000;31470.000000;31470.000000;31470.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 12:03:37";"2020-05-25 12:03:38"
2240;TDXGJKCKI;1;1;29;1;3650;15643;1;7530;7530;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;11460.000000;11460.000000;11460.000000;11460.000000;11460.000000;11460.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 12:47:05";"2020-05-25 12:47:05"
2241;JXNSQFFRJ;1;1;74;1;3651;15644;1;7531;7531;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;64525.000000;64525.000000;64525.000000;64525.000000;60965.000000;60965.000000;3560.000000;3560.000000;3560.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 12:54:37";"2020-05-25 12:54:37"
2242;EKVRWXFRK;1;1;74;1;3652;15647;1;7534;7534;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;7470.000000;7470.000000;7470.000000;7470.000000;4490.000000;4490.000000;2980.000000;2980.000000;2980.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 12:59:07";"2020-05-25 12:59:07"
2243;WURKKDIME;1;1;29;1;3463;15651;1;6942;6942;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;45460.000000;45460.000000;45460.000000;45460.000000;45460.000000;45460.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 13:29:11";"2020-05-25 13:29:11"
2244;AJVPVWNSB;1;1;74;1;3654;15640;1;7537;7537;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;173180.000000;173180.000000;173180.000000;173180.000000;169910.000000;169910.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 14:07:17";"2020-05-25 14:07:18"
2245;XZBYPCUEH;1;1;74;1;3581;15654;1;7336;7336;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;35070.000000;35070.000000;35070.000000;35070.000000;32280.000000;32280.000000;2790.000000;2790.000000;2790.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 14:08:25";"2020-05-25 14:08:25"
2246;ASLBJYUDJ;1;1;29;1;3657;15324;1;7543;7543;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;19974.000000;19974.000000;19974.000000;19974.000000;19974.000000;19974.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 14:37:22";"2020-05-25 14:37:22"
2247;QXETYPPKY;1;1;29;1;3659;15670;1;7548;7548;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;22744.000000;22744.000000;22744.000000;22744.000000;22744.000000;22744.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 16:21:10";"2020-05-25 16:21:10"
2248;YJFGNVHKY;1;1;29;1;3659;15671;1;7548;7548;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;5990.000000;5990.000000;5990.000000;5990.000000;5990.000000;5990.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 16:28:35";"2020-05-25 16:28:35"
2249;XZEPXPNMX;1;1;74;1;3660;15299;1;7553;7553;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;68900.000000;68900.000000;68900.000000;68900.000000;53990.000000;53990.000000;14910.000000;14910.000000;14910.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 17:53:37";"2020-05-25 17:53:37"
2250;QZICWEOVZ;1;1;29;1;271;14924;1;7339;7339;14;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;988620.000000;988620.000000;988620.000000;988620.000000;988620.000000;988620.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 17:54:24";"2020-05-25 17:54:25"
2251;NVPVERHRY;1;1;74;1;3402;15687;1;6691;6691;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;39930.000000;39930.000000;39930.000000;39930.000000;35880.000000;35880.000000;4050.000000;4050.000000;4050.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 18:05:43";"2020-05-25 18:05:44"
2252;BEFAVVLFL;1;1;74;1;3402;15708;1;7558;7558;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;18040.000000;18040.000000;18040.000000;18040.000000;14770.000000;14770.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 19:49:59";"2020-05-25 19:49:59"
2253;WRWCBBXKC;1;1;29;1;3663;15699;1;7566;7566;14;*******************;"Pagos por transferencia bancaria";1.000000;ps_wirepayment;0;0;;0;;0.000000;0.000000;0.000000;209740.000000;209740.000000;209740.000000;0.000000;209740.000000;209740.000000;0.000000;0.000000;0.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 20:22:37";"2020-05-26 09:58:15"
2254;IFOZZOWJK;1;1;74;1;3664;15730;1;7568;7568;2;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;31858.000000;31858.000000;31858.000000;31858.000000;28588.000000;28588.000000;3270.000000;3270.000000;3270.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";1;"2020-05-25 20:49:54";"2020-05-25 20:49:54"
2255;DVYSLRDTV;1;1;74;1;3665;15628;1;7569;7569;8;*******************;"Webpay Plus";1.000000;webpay;0;0;;0;;0.000000;0.000000;0.000000;10960.000000;10960.000000;10960.000000;0.000000;7980.000000;7980.000000;2980.000000;2980.000000;2980.000000;0.000;0.000000;0.000000;0.000000;2;2;0;0;"0000-00-00 00:00:00";"0000-00-00 00:00:00";0;"2020-05-25 21:24:02";"2020-05-25 21:24:03"
